rank,tier,priority_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,sources,tags,provider_tags,token_tags,manual_rating,manual_notes
56,A,115.5,RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,https://gmgn.ai/sol/address/RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,,,,3,3,0.500,6,6,6,4,2026-05-08T05:19:50.000Z,2026-05-08T08:07:33.542Z,100772,0,36.86278831503,0,no,4,2026-05-08T08:07:33.542Z,0.00021639520754549815,gmgn,smart_degen,,,,
57,A,115.5,zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,https://gmgn.ai/sol/address/zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,,,,3,3,0.500,6,6,6,4,2026-05-08T05:55:19.000Z,2026-05-08T08:07:33.544Z,123909,0,6.20527152799,0,no,4,2026-05-08T08:07:33.544Z,0.00009446710372547606,gmgn,smart_degen,,,,
58,C,115.2,GxBBPPKgEjUEXJTcbnrouUCmHryExLhKFysb3oFQxvZ1,https://gmgn.ai/sol/address/GxBBPPKgEjUEXJTcbnrouUCmHryExLhKFysb3oFQxvZ1,,,,1,1,1.000,1,1,1,1.1,2026-05-10T06:20:33.000Z,2026-05-11T05:33:22.266Z,119579,3597,3018.10230995782,0,yes,1.1,2026-05-11T05:33:22.266Z,0.00014029833268541033,gmgn,smart_degen,axiom,bundler,,
59,C,115.1,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,https://gmgn.ai/sol/address/Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,theo,theonomix,theo,1,1,0.250,4,4,1.01,0.1,2026-05-07T02:29:37.000Z,2026-05-12T06:42:46.148Z,131302,0,94.33030828864,0,yes,0.1,2026-05-12T06:42:46.148Z,0.000005396851971359397,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn|padre,bundler|paper_hands|sniper,,
60,C,115.1,FdLwz7ckqRC3HvqBDREo68pkfK1ZWk3bxwL8VpEtRK5F,https://gmgn.ai/sol/address/FdLwz7ckqRC3HvqBDREo68pkfK1ZWk3bxwL8VpEtRK5F,,,,1,1,1.000,1,1,1,1.1,2026-05-10T06:20:33.000Z,2026-05-11T05:33:22.264Z,119579,0,2841.956201143,0,yes,1.1,2026-05-11T05:33:22.264Z,0.00014970280469817556,gmgn,smart_degen,axiom,bundler,,
61,C,114.9,Az7xgPfitG2FyPrfHKW6FWp9H3QH8MuSo8GgD6beWTj2,https://gmgn.ai/sol/address/Az7xgPfitG2FyPrfHKW6FWp9H3QH8MuSo8GgD6beWTj2,,,,1,1,1.000,1,1,1,1.1,2026-05-10T06:20:33.000Z,2026-05-11T05:33:22.265Z,119579,0,2718.26840896776,0,yes,1.1,2026-05-11T05:33:22.265Z,0.00016482412173189357,gmgn,smart_degen,axiom,bundler,,
62,C,114.8,5qWge4zUyQenk53EhAAQ5yP4LWxuvdqJpRBZZbGd4tv9,https://gmgn.ai/sol/address/5qWge4zUyQenk53EhAAQ5yP4LWxuvdqJpRBZZbGd4tv9,Mystayor 兽 💹🧲,Mystayor,Mystayor 兽 💹🧲,1,1,1.000,1,1,0.34,1.1,2026-05-10T22:21:08.000Z,2026-05-11T05:33:22.266Z,119579,0,7.223041785659849,0,yes,1.1,2026-05-11T05:33:22.266Z,0.000158076853986494,okx|gmgn,kol|renowned,kol|fomo,paper_hands,,
63,B,114.5,2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,https://gmgn.ai/sol/address/2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,,,,2,2,0.500,4,4,4,1.1,2026-05-11T01:58:44.000Z,2026-05-11T05:34:06.310Z,74240,50,86.54094654082,0,yes,1.1,2026-05-11T05:34:06.310Z,0.000055797852185120825,gmgn,smart_degen,,bundler|paper_hands,,
64,B,114.5,Bapcdwy318WjUcQhUiZWgUksdZpRSWWWsXfvWKf31nH9,https://gmgn.ai/sol/address/Bapcdwy318WjUcQhUiZWgUksdZpRSWWWsXfvWKf31nH9,,,,2,2,0.500,4,4,1.37,1.1,2026-05-07T19:42:37.000Z,2026-05-11T05:33:58.284Z,139905,0,85.57501444092,0,yes,1.1,2026-05-11T05:33:58.284Z,0.0005767644327149075,gmgn,smart_degen,axiom,bundler|paper_hands,,
65,C,114.3,HArDKfcLELHAGj37UqBstSe5DzdSZKmFCTxgMbZ4a5Na,https://gmgn.ai/sol/address/HArDKfcLELHAGj37UqBstSe5DzdSZKmFCTxgMbZ4a5Na,,,,1,1,1.000,1,1,0.34,1.1,2026-05-10T05:11:50.000Z,2026-05-11T05:33:22.261Z,119579,8,0,0,yes,1.1,2026-05-11T05:33:22.261Z,0.0005327985573078071,okx|gmgn,smart_money|smart_degen,axiom,bundler,,
66,C,113.1,7gZ3LHoFfxagH81pkn77NpVDVtkgvEEKBhsXFpuXkw9j,https://gmgn.ai/sol/address/7gZ3LHoFfxagH81pkn77NpVDVtkgvEEKBhsXFpuXkw9j,,,,1,1,0.250,4,4,1.37,1.1,2026-05-11T00:44:04.000Z,2026-05-11T05:33:58.285Z,119579,1619,265.49443701066,0,yes,1.1,2026-05-11T05:33:58.285Z,0.0006180774249489294,gmgn|okx,smart_degen|smart_money,axiom,paper_hands,,
67,C,112.9,7fnSsVNgKwnyPayW4oBP9MNFc5YeTtqEyEhT1Psjqakw,https://gmgn.ai/sol/address/7fnSsVNgKwnyPayW4oBP9MNFc5YeTtqEyEhT1Psjqakw,,,,1,1,0.167,6,6,1.51,0.1,2026-05-10T20:13:15.000Z,2026-05-12T06:42:34.187Z,28902,0,2547.24872316785,0,yes,0.1,2026-05-12T06:42:34.187Z,0.002866917108321926,gmgn,smart_degen,axiom,bundler|paper_hands,,
68,C,112.2,2UpG5uM1MXGbQG6d57ofaRCG3r9KQYxKtqqWCNJuKifb,https://gmgn.ai/sol/address/2UpG5uM1MXGbQG6d57ofaRCG3r9KQYxKtqqWCNJuKifb,,,,1,1,1.000,1,1,1,1.1,2026-05-10T20:09:28.000Z,2026-05-11T05:34:06.307Z,28902,0,941.80817914258,0,yes,1.1,2026-05-11T05:34:06.307Z,0.00002161892071212208,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
69,B,112,1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,https://gmgn.ai/sol/address/1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,,,,2,2,0.400,5,5,1.26,0.1,2026-05-10T21:17:04.000Z,2026-05-12T06:42:36.124Z,125441,0,-9.23585531868,0,yes,0.1,2026-05-12T06:42:36.124Z,0.00008348367046194768,gmgn,smart_degen,axiom,paper_hands,,
70,B,112,4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8,https://gmgn.ai/sol/address/4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8,xunle,xunle111,xunle,2,2,1.000,2,2,2,4,2026-05-07T19:51:23.000Z,2026-05-08T08:07:21.504Z,105200,0,130.2549303903,0,no,4,2026-05-08T08:07:21.504Z,0.00021964788583297577,gmgn,renowned,kol|gmgn,bundler|paper_hands,,
71,B,112,55ZQuSoWHxHkCxzZvU4QP6FyNAcc6y62d3FKiEghPzAH,https://gmgn.ai/sol/address/55ZQuSoWHxHkCxzZvU4QP6FyNAcc6y62d3FKiEghPzAH,,,,2,2,0.400,5,5,1.26,0.1,2026-05-10T20:19:14.000Z,2026-05-12T06:42:46.145Z,54000,0,-10.92382844212,0,yes,0.1,2026-05-12T06:42:46.145Z,0.00019705581298941284,gmgn,smart_degen,axiom,bundler|paper_hands,,
72,C,111.4,64ozFG3EAKga6PugXZjdoU5uvbNiN3r1RsTodJvpBShH,https://gmgn.ai/sol/address/64ozFG3EAKga6PugXZjdoU5uvbNiN3r1RsTodJvpBShH,,,,1,1,0.500,2,2,0.51,0.1,2026-05-08T07:40:13.000Z,2026-05-12T06:42:46.142Z,148473,0,0,0,yes,0.1,2026-05-12T06:42:46.142Z,0.0003826835217233441,okx|gmgn,smart_money|smart_degen,axiom|photon|gmgn,,,
73,B,111.1,BL9mJiRQkfB9i9tMGZX2tSRFqbZVyXdPRKLyiYxkZbGM,https://gmgn.ai/sol/address/BL9mJiRQkfB9i9tMGZX2tSRFqbZVyXdPRKLyiYxkZbGM,,,,2,2,0.400,5,5,1.71,1.1,2026-05-10T12:52:08.000Z,2026-05-11T05:33:58.285Z,129695,218,60.78413420855,0,yes,1.1,2026-05-11T05:33:58.285Z,0.00024255136303292209,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
74,C,110.5,39RBACr1ijDzQwDUbWBv4cRoDKGxWwCxdJ9udA8Jhu6W,https://gmgn.ai/sol/address/39RBACr1ijDzQwDUbWBv4cRoDKGxWwCxdJ9udA8Jhu6W,,,,1,1,0.167,6,5,1.52,0.1,2026-05-10T05:47:20.000Z,2026-05-12T06:42:34.186Z,119579,0,-20.80181463353,0,yes,0.1,2026-05-12T06:42:34.186Z,0.003713751165949373,okx|gmgn,smart_money|smart_degen,padre,paper_hands|bundler,,
75,C,110.1,8wq2nhV9YaqTtX3aPMdtmhYrzQyoQCdFpWFNqpySux94,https://gmgn.ai/sol/address/8wq2nhV9YaqTtX3aPMdtmhYrzQyoQCdFpWFNqpySux94,,,,1,1,0.143,7,6,1.76,0.1,2026-05-10T20:13:15.000Z,2026-05-12T06:42:34.187Z,28902,0,599.48029763639,0,yes,0.1,2026-05-12T06:42:34.187Z,0.003177982234462318,gmgn,smart_degen,axiom,bundler|paper_hands,,
76,C,108.4,9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,https://gmgn.ai/sol/address/9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,Nach,NachSOL,Nach,1,1,0.143,7,6,1.76,0.1,2026-05-10T22:30:11.000Z,2026-05-12T06:42:34.192Z,119579,1332,-537.0258086557,0,yes,0.1,2026-05-12T06:42:34.192Z,0.0005549245361809518,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn,bundler|paper_hands|top_holder,,
77,B,108,J3CuQHzVmSvrYSMhvUU2dTsZB9Z4R2UKENyhDiJ5W95K,https://gmgn.ai/sol/address/J3CuQHzVmSvrYSMhvUU2dTsZB9Z4R2UKENyhDiJ5W95K,0x高达,ARICHCOO,0x高达,2,2,0.333,6,6,1.51,0.1,2026-05-10T05:34:20.000Z,2026-05-12T06:42:32.172Z,134043,0,-3.7791356258776965,0,yes,0.1,2026-05-12T06:42:32.172Z,0.012149452483378387,gmgn,renowned,kol|gmgn,paper_hands|bundler,,
78,C,107.9,FKHvdDnYoWHQ2sMgM2LMg3VWyAuTdpzJS8LVMevXh9XG,https://gmgn.ai/sol/address/FKHvdDnYoWHQ2sMgM2LMg3VWyAuTdpzJS8LVMevXh9XG,,,,1,1,1.000,1,1,1,1.1,2026-05-11T00:31:40.000Z,2026-05-11T05:34:06.309Z,28902,0,178.41666045988,0,yes,1.1,2026-05-11T05:34:06.309Z,0.000031389557960647236,gmgn,smart_degen,padre,paper_hands,,
79,C,107.7,Br7KBAcGQ3shoHaTuFrvbkGTxv4oSiMLKMmyVpaXar1t,https://gmgn.ai/sol/address/Br7KBAcGQ3shoHaTuFrvbkGTxv4oSiMLKMmyVpaXar1t,,,,1,1,0.500,2,2,1.91,0.1,2026-05-10T06:20:33.000Z,2026-05-12T06:42:34.187Z,119579,0,2442.47028613289,0,yes,0.1,2026-05-12T06:42:34.187Z,0.0003676109880395506,gmgn,smart_degen,axiom,bundler|paper_hands,,
80,C,107.1,4LWXdfSb13EemLs9DqEUcPFs9LM8xvMNwxWibyt57tw5,https://gmgn.ai/sol/address/4LWXdfSb13EemLs9DqEUcPFs9LM8xvMNwxWibyt57tw5,TRADER Corporation,TRADER,TRADER Corporation,1,1,1.000,1,1,1,1.1,2026-05-10T20:14:27.000Z,2026-05-11T05:34:06.309Z,28902,0,131.51963772031,0,yes,1.1,2026-05-11T05:34:06.309Z,0.00018560549373564027,gmgn,smart_degen,padre|fomo,bundler|paper_hands,,
81,B,107,8gW5oJqmrDk7Ja8kpTcwba3tDFx4PuexgYg9QdCCZDiM,https://gmgn.ai/sol/address/8gW5oJqmrDk7Ja8kpTcwba3tDFx4PuexgYg9QdCCZDiM,▲lex,AlekssRG,▲lex,2,2,0.222,9,9,2.26,0.1,2026-05-10T07:41:04.000Z,2026-05-12T06:42:36.124Z,99339,0,0,0,yes,0.1,2026-05-12T06:42:36.124Z,0,gmgn,renowned,kol|gmgn,transfer_in|paper_hands,,
82,C,106.4,FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,https://gmgn.ai/sol/address/FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,radiance,radiancebrr,radiance,1,1,0.500,2,2,0.51,0.1,2026-05-10T20:47:40.000Z,2026-05-12T06:41:52.242Z,28902,0,0,0,yes,0.1,2026-05-12T06:41:52.242Z,0.0016191743006068221,okx|gmgn,kol|renowned,kol|axiom|padre,bundler|paper_hands,,
83,B,106,73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,https://gmgn.ai/sol/address/73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,枯坐p小将,rob02643673_rob,枯坐p小将,2,2,0.400,5,4,1.72,1.1,2026-05-08T05:28:10.000Z,2026-05-11T05:33:16.181Z,111610,0,18.13889277837,0,yes,1.1,2026-05-11T05:33:16.181Z,0.001150741306909577,gmgn,smart_degen,axiom|photon|trojan|gmgn,paper_hands,,
84,C,105.8,HoE9o1jw6ewCsorWDe3Wz2XtdSogAcGHtunZuLLt3Dms,https://gmgn.ai/sol/address/HoE9o1jw6ewCsorWDe3Wz2XtdSogAcGHtunZuLLt3Dms,zucc,zuccschini,zucc,1,1,0.500,2,2,0.69,1.1,2026-05-10T05:46:54.000Z,2026-05-11T05:33:46.292Z,119579,0,-6.2583285049,0,yes,1.1,2026-05-11T05:33:46.292Z,0.0036585150093664262,okx|gmgn,smart_money|smart_degen,,paper_hands,,
85,C,105.5,HmBmSYwYEgEZuBUYuDs9xofyqBAkw4ywugB1d7R7sTGh,https://gmgn.ai/sol/address/HmBmSYwYEgEZuBUYuDs9xofyqBAkw4ywugB1d7R7sTGh,tobx,TobxG,tobx,1,1,0.167,6,5,1.51,0.1,2026-05-10T23:53:44.000Z,2026-05-12T06:42:34.191Z,119579,0,-95.1532039329,0,yes,0.1,2026-05-12T06:42:34.191Z,0.004316661059287821,gmgn|okx,renowned|kol,kol|axiom|photon|wash_trader,bundler|paper_hands,,
86,C,105,8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,https://gmgn.ai/sol/address/8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,Cooker.hl | Kms.eth | 版本之子 | Cooker,CookerFlips,Cooker.hl | Kms.eth | 版本之子 | Cooker,1,1,0.200,5,5,1.26,0.1,2026-05-10T22:46:54.000Z,2026-05-12T06:42:34.192Z,28902,0,-38602.76146225908,0,yes,0.1,2026-05-12T06:42:34.192Z,0.007472607356109383,gmgn|okx,renowned|kol,kol|axiom|photon|trojan|gmgn|wash_trader,bundler|paper_hands|whale|diamond_hands,,
87,C,104.6,HZyJNKiMYYgpvd7xK36tGkdG1xf9SkNQjNy8koSDcGyA,https://gmgn.ai/sol/address/HZyJNKiMYYgpvd7xK36tGkdG1xf9SkNQjNy8koSDcGyA,,,,1,1,0.250,4,4,1.01,0.1,2026-05-06T10:40:04.000Z,2026-05-12T06:42:16.139Z,139810,0,546.023452352,0,yes,0.1,2026-05-12T06:42:16.139Z,0.012002619459304245,gmgn,smart_degen,padre,bundler|paper_hands,,
88,B,104,FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,https://gmgn.ai/sol/address/FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,,,,2,2,0.667,3,3,3,4,2026-05-07T18:06:42.000Z,2026-05-08T08:07:29.507Z,105200,0,-4.31056919511,0,no,4,2026-05-08T08:07:29.507Z,0.0004705159175556129,gmgn,smart_degen,,,,
89,C,104,GBeuq1LCo7A1VvZ5cwAQWKqXZXwemrLW97qAMF9YKpz7,https://gmgn.ai/sol/address/GBeuq1LCo7A1VvZ5cwAQWKqXZXwemrLW97qAMF9YKpz7,,,,1,1,0.167,6,5,1.51,0.1,2026-05-07T03:33:40.000Z,2026-05-12T06:42:32.171Z,131302,0,178.12822219967,0,yes,0.1,2026-05-12T06:42:32.171Z,0.00018112472700861944,gmgn,smart_degen,axiom,bundler|paper_hands,,
90,B,104,hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,https://gmgn.ai/sol/address/hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,,,,2,2,0.667,3,3,3,4,2026-05-08T02:50:54.000Z,2026-05-08T08:07:29.507Z,144159,0,18.29494663328798,0,no,4,2026-05-08T08:07:29.507Z,0.0028703068572578302,gmgn,smart_degen,,,,
91,C,103.6,2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,https://gmgn.ai/sol/address/2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,,,,1,1,0.143,7,7,1.77,0.1,2026-05-10T20:46:42.000Z,2026-05-12T06:42:46.145Z,28902,0,21.64777492941,0,yes,0.1,2026-05-12T06:42:46.145Z,0.0003796176463614259,gmgn,smart_degen,padre,bundler|paper_hands,,
92,B,103.6,mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,https://gmgn.ai/sol/address/mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,,,,2,2,0.400,5,5,1.71,1.1,2026-05-10T20:45:40.000Z,2026-05-11T05:34:06.309Z,74240,0,2.48186991643,0,yes,1.1,2026-05-11T05:34:06.309Z,0.0002088112570329388,gmgn,smart_degen,axiom,bundler|paper_hands,,
93,C,103.3,teddyYXw7aiNpDuQCeLb2YiBJhqthBid4C54BuWcPxm,https://gmgn.ai/sol/address/teddyYXw7aiNpDuQCeLb2YiBJhqthBid4C54BuWcPxm,,,,1,1,0.333,3,3,0.75,0.1,2026-05-08T06:07:00.000Z,2026-05-12T06:42:32.169Z,131302,408,359.83717240678,0,yes,0.1,2026-05-12T06:42:32.169Z,0.00002635394625561532,gmgn,smart_degen,axiom|padre,paper_hands,,
94,C,103,98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,https://gmgn.ai/sol/address/98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,Leck,LeckSol,Leck,1,1,0.333,3,3,0.76,0.1,2026-05-10T20:13:16.000Z,2026-05-12T06:42:36.124Z,28902,0,-0.35674647372,0,yes,0.1,2026-05-12T06:42:36.124Z,0.000037748960313788706,okx|gmgn,kol|renowned,kol|axiom|bullx|padre,paper_hands|bundler,,
95,C,103,J4wCvZgKj2geSqsu5YpFh5pP2uecmjHsKyyCNwy7eLVC,https://gmgn.ai/sol/address/J4wCvZgKj2geSqsu5YpFh5pP2uecmjHsKyyCNwy7eLVC,三千火炎焱,iurttkx,三千火炎焱,1,1,0.333,3,3,0.76,0.1,2026-05-07T11:09:40.000Z,2026-05-12T06:41:52.242Z,148507,0,-25.6501717548,0,yes,0.1,2026-05-12T06:41:52.242Z,0.00578214791874229,gmgn|okx,renowned|kol,kol|axiom|gmgn,,,
96,C,102.9,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,https://gmgn.ai/sol/address/4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,decu,notdecu,decu,1,1,0.333,3,3,0.75,0.1,2026-05-10T20:09:28.000Z,2026-05-12T06:42:46.148Z,28902,0,-3.91000637385,0,yes,0.1,2026-05-12T06:42:46.148Z,0.00000615449841959865,gmgn|okx,renowned|kol,kol|axiom|photon|padre,bundler|paper_hands,,
97,C,102.9,Bb3cbhXKyHuMv1QQ34SMfhT7QBiZM7ET8udpEcpZGWdR,https://gmgn.ai/sol/address/Bb3cbhXKyHuMv1QQ34SMfhT7QBiZM7ET8udpEcpZGWdR,,,,1,1,0.500,2,2,1.91,0.1,2026-05-10T10:52:49.000Z,2026-05-12T06:42:34.187Z,119579,0,378.40920301622,0,yes,0.1,2026-05-12T06:42:34.187Z,0.0038996373602804787,gmgn,smart_degen,axiom,bundler|paper_hands,,
98,C,102.6,7hDYei9f6XznPmGPPNqjSi1wgfeVZs5DZFigzV5rpa5J,https://gmgn.ai/sol/address/7hDYei9f6XznPmGPPNqjSi1wgfeVZs5DZFigzV5rpa5J,,,,1,1,0.333,3,3,3,1.1,2026-05-10T05:50:05.000Z,2026-05-11T05:33:46.292Z,119579,0,5101.817791277132,0,yes,1.1,2026-05-11T05:33:46.292Z,0.006374116257461653,gmgn,smart_degen,axiom,paper_hands|bundler|transfer_in,,
99,C,102.4,8DRCemD4qoWjE6YF3oqqRNbZghrK19gKbZ7F6xzEMts,https://gmgn.ai/sol/address/8DRCemD4qoWjE6YF3oqqRNbZghrK19gKbZ7F6xzEMts,,,,1,1,0.500,2,2,1.91,0.1,2026-05-10T06:49:33.000Z,2026-05-12T06:42:34.186Z,119579,0,317.90896431589,0,yes,0.1,2026-05-12T06:42:34.186Z,0.0031232239727381436,gmgn,smart_degen,axiom,bundler|paper_hands,,
100,B,102,71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,https://gmgn.ai/sol/address/71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,,,,3,2,1.000,3,2,3,4,2026-05-08T08:07:17.000Z,2026-05-08T08:08:34.962Z,142975,0,-3.94257918716287,,no,4,2026-05-08T08:08:34.962Z,,okx,smart_money,,,,
101,C,102,DvsVANJkMX3NmZYTVbCKhkZgr1FXYX5oHnhzN97o8hAM,https://gmgn.ai/sol/address/DvsVANJkMX3NmZYTVbCKhkZgr1FXYX5oHnhzN97o8hAM,,,,1,1,0.333,3,3,0.76,0.1,2026-05-10T14:26:33.000Z,2026-05-12T06:42:16.139Z,119579,0,215.89171854796,0,yes,0.1,2026-05-12T06:42:16.139Z,0.00010643033248499798,gmgn,smart_degen,axiom|trojan|padre|pepeboost,bundler|paper_hands,,
102,C,101.5,4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,https://gmgn.ai/sol/address/4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,,,,1,1,0.500,2,2,2,4,2026-05-08T06:20:28.000Z,2026-05-08T08:08:34.970Z,91917,0,591.9426960182723,0.466667,no,4,2026-05-08T08:08:34.970Z,48.990444028327616,okx|gmgn,smart_money|smart_degen,,,,
103,C,101.3,BNqKcFbBcfdVvvtVxPPioQXSTVmq1KUDLRw4ARHi28i2,https://gmgn.ai/sol/address/BNqKcFbBcfdVvvtVxPPioQXSTVmq1KUDLRw4ARHi28i2,,,,1,1,0.250,4,4,4,1.1,2026-05-10T10:12:43.000Z,2026-05-11T05:33:58.284Z,119579,0,6055.7001743080045,0,yes,1.1,2026-05-11T05:33:58.284Z,0.00032204318041578804,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,
104,C,101.2,56zoeCrehFaXAtJWLGRvdAkED6emPaAVf1Di4AQiJZpk,https://gmgn.ai/sol/address/56zoeCrehFaXAtJWLGRvdAkED6emPaAVf1Di4AQiJZpk,rachaelsacks.eth,RAnSacks,rachaelsacks.eth,1,1,0.250,4,3,1.01,0.1,2026-05-08T00:20:14.000Z,2026-05-12T06:42:32.171Z,131302,0,-398.2249254943804,0,yes,0.1,2026-05-12T06:42:32.171Z,0.013276950357063867,gmgn|okx,renowned|kol,kol,paper_hands,,
105,C,101.2,FEawALsm5KT6UHySiFPDwAanvUWXzMadJSMxncdebnge,https://gmgn.ai/sol/address/FEawALsm5KT6UHySiFPDwAanvUWXzMadJSMxncdebnge,,,,1,1,1.000,1,1,1,1.1,2026-05-10T15:32:19.000Z,2026-05-11T05:33:34.162Z,4713,0,12.95704492134,0,yes,1.1,2026-05-11T05:33:34.162Z,0.00011723188858214087,gmgn,smart_degen,axiom,bundler|paper_hands,,
106,C,101.1,6bxvSqw7bzRHTPNf2ZRvywLRqJ9LFn47sHaq5sd6bk5o,https://gmgn.ai/sol/address/6bxvSqw7bzRHTPNf2ZRvywLRqJ9LFn47sHaq5sd6bk5o,JAY,jaystoolate,JAY,1,1,0.250,4,4,3.82,0.1,2026-05-10T06:23:17.000Z,2026-05-12T06:42:34.186Z,119579,0,3045.8762573105,0,yes,0.1,2026-05-12T06:42:34.186Z,0.0018094549402129282,gmgn,smart_degen,axiom|photon|gmgn,paper_hands|bundler,,
107,C,100.9,4NMLbGDzjYoBMH4Lkg5964D2XW9XAg6w9eUXJqsCUXg6,https://gmgn.ai/sol/address/4NMLbGDzjYoBMH4Lkg5964D2XW9XAg6w9eUXJqsCUXg6,,,,1,1,0.500,2,2,0.51,0.1,2026-05-07T22:08:18.000Z,2026-05-12T06:42:16.125Z,79098,0,37.37763939535,0,yes,0.1,2026-05-12T06:42:16.125Z,0.000053512526123172215,gmgn,smart_degen,axiom,paper_hands,,
108,C,100.3,3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,https://gmgn.ai/sol/address/3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,,,,1,1,0.200,5,5,1.72,1.1,2026-05-07T05:08:19.000Z,2026-05-11T05:33:58.284Z,131302,0,4617.4405317291,0,yes,1.1,2026-05-11T05:33:58.284Z,0.000026510851132486276,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,
109,B,100.3,Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,https://gmgn.ai/sol/address/Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,,,,2,2,0.400,5,5,5,1.1,2026-05-11T00:49:49.000Z,2026-05-11T05:34:06.309Z,74240,0,-46.11180385221,0,yes,1.1,2026-05-11T05:34:06.309Z,0.000055727840694374464,gmgn,smart_degen,,paper_hands|bundler,,
110,C,99.6,FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,https://gmgn.ai/sol/address/FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,,,,1,1,0.200,5,5,1.72,1.1,2026-05-07T03:29:52.000Z,2026-05-11T05:33:58.281Z,131302,0,3461.3612427721196,0,yes,1.1,2026-05-11T05:33:58.281Z,0.00003572809757966395,gmgn,smart_degen,axiom,bundler|paper_hands,,
111,C,99.4,7D5pYnh8TAEkfzENsPDWMhBPoLjFkcS7ayCNnoX7fr1R,https://gmgn.ai/sol/address/7D5pYnh8TAEkfzENsPDWMhBPoLjFkcS7ayCNnoX7fr1R,,,,1,1,0.333,3,3,2.86,0.1,2026-05-10T08:47:29.000Z,2026-05-12T06:42:32.169Z,119579,0,821.4686921692341,0,yes,0.1,2026-05-12T06:42:32.169Z,0.0035797739167373237,gmgn,smart_degen,bullx|gmgn,bundler|paper_hands,,
